id,gender,postal_code,poisson,stocks,university,country
964,Male,35022 CEDEX 2,4,$3.51B,Ecole Superieure Robert de Sorbon,France
965,Male,69367 CEDEX 07,8,$12.15B,Université Catholique de l' Ouest,France
966,Male,72004 CEDEX 1,7,n/a,Ecole Centrale de Nantes,France
967,Male,69239 CEDEX 02,1,$192.43M,Université François Rabelais de Tours,France
968,Female,40215,5,n/a,Europäische Betriebswirtschafts-Akademie,Germany
969,Male,38509 CEDEX,7,$34.35B,Ecole Supérieure d'Ingénieurs et de Techniciens pour l'Agriculture,France
970,Female,28205 CEDEX,12,$585.08M,Institut Supérieure d'Electronique de Paris,France
971,Male,1509,3,$22.37M,Hotelschool The Hague,Netherlands
972,Male,94518 CEDEX 1,6,$6.15B,Université d'Artois,France
973,Female,06116,4,n/a,Tierärztliche Hochschule Hannover,Germany
974,Male,59663 CEDEX,5,$136.89M,Ecole d'Ingénieurs en Informatique pour l'Industrie,France
975,Female,95604 CEDEX,6,$203.67M,Université d'Avignon,France
976,Female,30112 CEDEX,3,$340.42M,Ecole Spéciale des Travaux Publics du Bâtiment et de l'Industrie,France
977,Male,35687,4,$4.27B,Fachhochschule Braunschweig/Wolfenbüttel,Germany
978,Female,93462 CEDEX,3,$10.64B,Institut Catholique d'Arts et Métiers Nantes,France
979,Female,81604 CEDEX,7,$560.24M,Ecole Nationale de la Statistique et de l'Administration Economique,France
980,Female,22304 CEDEX,6,$562.64M,Institut National des Sciences Appliquées de Toulouse,France
981,Male,L-9780,1,$22.24M,University of Luxemburg,Luxembourg
982,Male,08107 CEDEX,4,$305.71M,Université de Montpellier II,France
983,Female,60309 CEDEX,2,$294.48M,Université Montesquieu (Bordeaux IV),France
984,Female,68239,4,$1.49B,Technische Fachhochschule Berlin,Germany
985,Female,81028 CEDEX 9,6,$315.53M,Université Denis Diderot (Paris VII),France
986,Female,16919 CEDEX 9,4,$2.76B,Ecole Nationale d'Ingénieurs de Metz,France
987,Female,7604,5,$45.09M,Hogeschool Antwerpen,Belgium
988,Male,92959 CEDEX,1,$983.79M,Université Catholique de Lyon,France
989,Female,59007 CEDEX,3,$1.17B,Université Denis Diderot (Paris VII),France
990,Male,93737 CEDEX 9,7,$50.52M,Université de Franche-Comté,France
991,Female,95072 CEDEX 1,1,$2.86B,Ecole Nationale Supérieure du Pétrole et des Monteurs,France
992,Female,69519 CEDEX,7,$185.98M,Ecole Nationale des Sciences Géographiques,France
993,Female,17014 CEDEX 1,8,$681.36M,American University of Paris,France
994,Female,19011 CEDEX,8,$375.08M,Ecole Nationale de la Statistique et de l'Administration Economique,France
995,Male,86054 CEDEX 9,3,$6.3B,Groupe Sup de Co Montpellier,France
996,Male,91049 CEDEX,5,$17.75B,Institut de Recherche et d'Enseignement Supérieur aux Techniques de l'électronique,France
997,Male,54021 CEDEX,3,$2.92B,Centre de Formation et de Perfectionnement des Journalistes,France
998,Male,13155 CEDEX,2,$117.7M,Ecole Centrale de Nantes,France
999,Female,7504,2,n/a,Katholieke Hogeschool Limburg,Belgium
1000,Female,5019,7,$94.27M,NHTV Breda University of Professional Education,Netherlands
